,Conductivity,smiles_list,SMILES_wt_list
4395,0.0005899999999999999,"['F[As-](F)(F)(F)(F)F', 'CC1COC(=O)O1', 'O=S1(CCCC1)=O']",[0.61366061 0.19755971 0.18877968]
4402,0.00044,"['F[As-](F)(F)(F)(F)F', 'CC1COC(=O)O1', 'O=S1(CCCC1)=O']",[0.63387985 0.18366212 0.03899994]
4409,0.00044,"['F[As-](F)(F)(F)(F)F', 'CC1COC(=O)O1', 'CC1=CC=CC=C1']",[0.63940812 0.2753805  0.08521138]
4415,0.00102,"['F[As-](F)(F)(F)(F)F', 'O=S(CCC)(CCC)=O', 'COCCOCCOCCOC']",[0.66367347 0.16943664 0.16688989]
4420,0.00091,"['F[As-](F)(F)(F)(F)F', 'CC1=C(C)C=C(C)C=C1', 'O=S1(CCCC1)=O']",[0.57252171 0.24575414 0.08574514]
4426,0.00102,"['F[As-](F)(F)(F)(F)F', 'O=S1(CCCC1)=O', 'Blank']",[0.76299748 0.23700252 0.        ]
4430,0.00101,"['F[As-](F)(F)(F)(F)F', 'O=S1(CCCC1)=O', 'Blank']",[0.56288849 0.43711151 0.        ]
4435,0.00067,"['F[As-](F)(F)(F)(F)F', 'O=S1(CCCC1)=O', 'Blank']",[0.60831954 0.39168046 0.        ]
4441,0.0016200000000000001,"['F[As-](F)(F)(F)(F)F', 'O=S1(CCCC1)=O', 'Blank']",[0.69966835 0.30033165 0.        ]
4445,0.00411,"['F[As-](F)(F)(F)(F)F', 'O=S1(CCCC1)=O', 'Blank']",[0.75646602 0.24353398 0.        ]
4447,8.999999999999999e-05,"['F[As-](F)(F)(F)(F)F', 'O=S1(CCCC1)=O', 'COCCOCCOCCOCCOC']",[0.46305442 0.29814819 0.23879739]
4455,0.0002,"['F[As-](F)(F)(F)(F)F', 'O=S1(CCCC1)=O', 'COCCOCCOCCOCCOC']",[0.56400023 0.2420963  0.19390346]
4462,0.00019,"['F[As-](F)(F)(F)(F)F', 'O=S1(CCCC1)=O', 'COCCOCCOCCOCCOC']",[0.64610186 0.24989628 0.10400187]
4469,2e-05,"['F[As-](F)(F)(F)(F)F', 'O=S1(CCCC1)=O', 'COCCOCCOCCOCCOC']",[0.63299685 0.20378475 0.16321839]
4478,0.00323,"['F[As-](F)(F)(F)(F)F', 'O=S1(CCCC1)=O', 'CC1=CC=CC=C1']",[0.63132228 0.28454391 0.08413381]
4482,0.00083,"['F[As-](F)(F)(F)(F)F', 'O=S1(CCCC1)=O', 'CC1=CC=CC=C1']",[0.57307756 0.24599273 0.08485752]
4489,0.0014299999999999998,"['F[As-](F)(F)(F)(F)F', 'O=S1(CCCC1)=O', 'CC1=CC=CC=C1']",[0.66277389 0.14720873 0.10668553]
4496,0.00035999999999999997,"['F[As-](F)(F)(F)(F)F', 'O=S1(CCCC1)=O', 'COCCOCCOCCOC']",[0.46580945 0.29992207 0.23426848]
4503,5e-05,"['F[As-](F)(F)(F)(F)F', 'O=S1(CCCC1)=O', 'COCCOCCOCCOC']",[0.56672195 0.2432646  0.19001345]
4512,0.00043,"['F[As-](F)(F)(F)(F)F', 'O=S1(CCCC1)=O', 'COCCOCCOCCOC']",[0.65012573 0.24522468 0.10464958]
4519,0.00014000000000000001,"['F[As-](F)(F)(F)(F)F', 'O=S1(CCCC1)=O', 'COCCOCCOCCOC']",[0.63556617 0.20461191 0.15982192]
4527,0.00015,"['F[As-](F)(F)(F)(F)F', 'O=S1(CCCC1)=O', 'COCCOCCOCCOC']",[0.62164445 0.300195   0.07816055]
4535,1e-05,"['F[As-](F)(F)(F)(F)F', 'O=S1(CCCC1)=O', 'COCCOCCOCCOC']",[0.7234493 0.1552698 0.1212809]
4544,2e-05,"['F[As-](F)(F)(F)(F)F', 'O=S1(CCCC1)=O', 'COCCOCCOCCOC']",[0.77718185 0.12510158 0.09771657]
4552,0.00011,"['F[As-](F)(F)(F)(F)F', 'CCO[Si](OCC)(OCC)OCC', 'Blank']",[0.60977756 0.39022244 0.        ]
4559,0.00141,"['F[As-](F)(F)(F)(F)F', 'C1CCOC1', 'Blank']",[0.68775804 0.31224196 0.        ]
4567,0.00041999999999999996,"['F[As-](F)(F)(F)(F)F', 'COCCOCCOCCOC', 'Blank']",[0.665368 0.334632 0.      ]
4575,0.00037,"['F[As-](F)(F)(F)(F)F', 'CC1=CC(C)=CC=C1', 'O=S1(CCCC1)=O']",[0.57363396 0.24623157 0.083969  ]
4583,0.00027,"['F[As-](F)(F)(F)(F)F', 'CC1=CC=CC=C1C', 'O=S1(CCCC1)=O']",[0.57251597 0.24575167 0.08575431]
4591,0.00095,"['F[P-](F)(F)(F)(F)F', 'CC1CCCO1', 'O=C1OCCO1']",[0.61370312 0.25878034 0.06666314]
4602,1e-05,"['F[P-](F)(F)(F)(F)F', 'O=C1OCCO1', 'CC1COC(=O)O1']",[0.55413277 0.37363642 0.07223082]
4613,1e-05,"['F[P-](F)(F)(F)(F)F', 'O=C1OCCO1', 'CC1COC(=O)O1']",[0.54611133 0.2372841  0.21660458]
4624,0.00025,"['O=S(C(F)(F)F)([O-])=O', 'CC1CCCO1', 'O=C1OCCO1']",[0.62000821 0.25455657 0.06557508]
4635,0.00435,"['O=S(C(F)(F)F)([O-])=O', 'COC', 'O=C1OCCO1']",[0.61058091 0.258312   0.13110709]
4641,0.00261,"['O=S(C(F)(F)F)([O-])=O', 'COC', 'CC1COC(=O)O1']",[0.62464295 0.24123049 0.13412656]
4648,0.00359,"['O=S(C(F)(F)F)([O-])=O', 'O=C1OCCO1', 'CCOCCOCC']",[0.59094032 0.25000286 0.15905682]
4652,1e-05,"['O=S(C(F)(F)F)([O-])=O', 'O=C1OCCO1', 'CC1COC(=O)O1']",[0.55271557 0.23383153 0.2134529 ]
4662,0.0034,"['O=S(C(F)(F)F)([N-]S(C(F)(F)F)(=O)=O)=O', 'CC1CCCO1', 'O=C1OCCO1']",[0.75015736 0.16736962 0.04311527]
4669,0.0043,"['O=S(C(F)(F)F)([N-]S(C(F)(F)F)(=O)=O)=O', 'O=C1CCCO1', 'COC']",[0.76143135 0.14971995 0.0888487 ]
4677,0.0025,"['O=S(C(F)(F)F)([N-]S(C(F)(F)F)(=O)=O)=O', 'O=C1CCCO1', 'CCOCCOCC']",[0.74465902 0.14642201 0.10891897]
4685,0.00546,"['O=S(C(F)(F)F)([N-]S(C(F)(F)F)(=O)=O)=O', 'COC', 'O=C1OCCO1']",[0.74261857 0.17072793 0.08665351]
4691,0.00392,"['O=S(C(F)(F)F)([N-]S(C(F)(F)F)(=O)=O)=O', 'COC', 'CC1COC(=O)O1']",[0.75383495 0.15820275 0.08796231]
4698,0.004030000000000001,"['O=S(C(F)(F)F)([N-]S(C(F)(F)F)(=O)=O)=O', 'O=C1OCCO1', 'CCOCCOCC']",[0.72665611 0.16705816 0.10628574]
4704,0.00028000000000000003,"['O=S(C(F)(F)F)([N-]S(C(F)(F)F)(=O)=O)=O', 'O=C1OCCO1', 'CC1COC(=O)O1']",[0.69455837 0.15967889 0.14576274]
4713,0.00022,"['O=S(C(F)(F)F)([N-]S(C(F)(F)F)(=O)=O)=O', 'CCOCCOCC', 'O=S1(CCCC1)=O']",[0.7321226 0.1607921 0.1070853]
4723,0.00023,"['O=S(C(F)(F)F)([N-]S(C(F)(F)F)(=O)=O)=O', 'O=S1(CCCC1)=O', 'COCCOCCOCCOC']",[0.71881796 0.15787007 0.12331197]
4731,0.00038,"['F[B-](F)(F)F', 'CC1CCCO1', 'O=C1OCCO1']",[0.49506048 0.33825907 0.08713727]
4738,2e-05,"['F[B-](F)(F)F', 'O=C1OCCO1', 'CC1COC(=O)O1']",[0.42612156 0.30001239 0.27386605]
4749,0.00038,"['F[B-](F)(F)F', 'COCCOCCOCCOC', 'O=S1(CCCC1)=O']",[0.30940729 0.39611848 0.29447423]
4764,0.00379,"['F[As-](F)(F)(F)(F)F', 'O=C1OCCO1', 'CC1COC(=O)O1']",[0.63865149 0.12913477 0.11788056]
4769,0.00148,"['F[As-](F)(F)(F)(F)F', 'O=C1OCCO1', 'CC1COC(=O)O1']",[0.62794861 0.15871332 0.14488131]
4777,0.00034,"['F[As-](F)(F)(F)(F)F', 'O=C1OCCO1', 'CC1COC(=O)O1']",[0.6492045  0.10939048 0.099857  ]
4786,0.00115,"['F[As-](F)(F)(F)(F)F', 'O=C1OCCO1', 'CC1COC(=O)O1']",[0.67194983 0.05661153 0.05167778]
4797,0.0011,"['F[As-](F)(F)(F)(F)F', 'O=C1OCCO1', 'CC1COC(=O)O1']",[0.68272798 0.05751958 0.0525067 ]
4808,0.0008900000000000001,"['F[As-](F)(F)(F)(F)F', 'O=C1OCCO1', 'CC1COC(=O)O1']",[0.68224803 0.06897498 0.06296375]
4819,0.00039,"['F[As-](F)(F)(F)(F)F', 'O=C1OCCO1', 'CC1COC(=O)O1']",[0.65925987 0.1110848  0.10140366]
4830,0.00092,"['F[As-](F)(F)(F)(F)F', 'O=C1OCCO1', 'CC1COC(=O)O1']",[0.72824059 0.0368124  0.03360417]
4837,0.0006,"['F[As-](F)(F)(F)(F)F', 'O=C1OCCO1', 'CC1COC(=O)O1']",[0.67510917 0.0568777  0.05192076]
4846,0.00063,"['F[As-](F)(F)(F)(F)F', 'O=C1OCCO1', 'CC1COC(=O)O1']",[0.66450313 0.0783778  0.07154711]
4855,0.00152,"['F[As-](F)(F)(F)(F)F', 'O=C1OCCO1', 'CC1COC(=O)O1']",[0.61069367 0.03087043 0.02818005]
4862,0.0028399999999999996,"['F[As-](F)(F)(F)(F)F', 'O=C1OCCO1', 'CC1COC(=O)O1']",[0.67571959 0.03415748 0.03118062]
4873,0.0020499999999999997,"['F[As-](F)(F)(F)(F)F', 'O=C1OCCO1', 'CC1COC(=O)O1']",[0.71104879 0.0599056  0.05468477]
4884,0.00127,"['F[As-](F)(F)(F)(F)F', 'O=C1OCCO1', 'CC1COC(=O)O1']",[0.66030895 0.0778831  0.07109552]
4895,0.00028000000000000003,"['F[As-](F)(F)(F)(F)F', 'O=C1OCCO1', 'CC1COC(=O)O1']",[0.66159064 0.07803428 0.07123352]
4903,0.0033900000000000002,"['F[As-](F)(F)(F)(F)F', 'O=C1OCCO1', 'CC1COC(=O)O1']",[0.64039549 0.10790617 0.09850205]
4909,0.00028000000000000003,"['F[As-](F)(F)(F)(F)F', 'O=C1OCCO1', 'CC1COC(=O)O1']",[0.66963164 0.11283244 0.10299899]
4920,0.00051,"['F[As-](F)(F)(F)(F)F', 'O=C1OCCO1', 'CC1COC(=O)O1']",[0.59924506 0.06058341 0.05530351]
4928,0.00076,"['F[As-](F)(F)(F)(F)F', 'O=C1OCCO1', 'CC1COC(=O)O1']",[0.60173197 0.10139139 0.09255504]
4936,0.00022,"['F[As-](F)(F)(F)(F)F', 'O=C1OCCO1', 'CC1COC(=O)O1']",[0.6042396  0.1425395  0.13011706]
4944,0.00264,"['F[As-](F)(F)(F)(F)F', 'O=C1OCCO1', 'CC1COC(=O)O1']",[0.60969207 0.0308198  0.02813383]
4952,0.00254,"['F[As-](F)(F)(F)(F)F', 'O=C1OCCO1', 'CC1COC(=O)O1']",[0.61949709 0.0521924  0.04764379]
4960,0.00177,"['F[As-](F)(F)(F)(F)F', 'O=C1OCCO1', 'CC1COC(=O)O1']",[0.62962262 0.07426366 0.06779152]
4989,0.00657,"['F[As-](F)(F)(F)(F)F', 'O=C1OCCO1', 'CC1CCCO1']",[0.64307377 0.21671492 0.14021131]
4994,0.0052699999999999995,"['F[As-](F)(F)(F)(F)F', 'O=C1OCCO1', 'COC']",[0.66311097 0.22346742 0.11342161]
5038,0.00328,"['F[As-](F)(F)(F)(F)F', 'CC1COC(=O)O1', 'COC']",[0.67628182 0.20804377 0.11567441]
5046,1e-05,"['F[As-](F)(F)(F)(F)F', 'CC1COC(=O)O1', 'COC']",[0.89312159 0.06868748 0.03819093]
5054,0.00209,"['F[As-](F)(F)(F)(F)F', 'CC1COC(=O)O1', 'CCOCCOCC']",[0.65701554 0.20211691 0.14086755]
5062,0.00111,"['F[As-](F)(F)(F)(F)F', 'CC1COC(=O)O1', 'ClCCl']",[0.60242581 0.28638007 0.11119412]
5070,0.00082,"['F[As-](F)(F)(F)(F)F', 'CC1COC(=O)O1', 'ClCCl']",[0.60709648 0.20614315 0.18676037]
5078,0.00026000000000000003,"['F[As-](F)(F)(F)(F)F', 'CC1COC(=O)O1', 'ClCCl']",[0.61184015 0.26350752 0.12465233]
5105,0.0002,"['F[As-](F)(F)(F)(F)F', 'O=S1(CCCC1)=O', 'CC1CCCO1']",[0.64936353 0.20905378 0.14158269]
5116,0.00015,"['F[As-](F)(F)(F)(F)F', 'O=S1(CCCC1)=O', 'O=S1(C(C)CCC1)=O']",[0.61413193 0.19771145 0.18815662]
5123,0.00365,"['F[As-](F)(F)(F)(F)F', 'O=S1(CCCC1)=O', 'C1=CC=CC=C1']",[0.63883618 0.24679758 0.11436624]
5126,0.00035999999999999997,"['F[As-](F)(F)(F)(F)F', 'O=S1(CCCC1)=O', 'CC(C)C1=CC=CC=C1']",[0.64196984 0.20667349 0.07064057]
5134,0.00164,"['F[As-](F)(F)(F)(F)F', 'O=S1(CCCC1)=O', 'COCCOCCOC']",[0.64055023 0.20621646 0.15323331]
5139,0.0028799999999999997,"['F[As-](F)(F)(F)(F)F', 'O=S1(CCCC1)=O', 'COCCOCCOC']",[0.63383373 0.24486501 0.12130126]
5143,0.00184,"['F[As-](F)(F)(F)(F)F', 'O=S1(CCCC1)=O', 'COC']",[0.66980083 0.2156333  0.11456587]
5150,0.0012900000000000001,"['F[As-](F)(F)(F)(F)F', 'O=S1(CCCC1)=O', 'COC']",[0.65653007 0.25363315 0.08983678]
5157,0.00078,"['F[As-](F)(F)(F)(F)F', 'O=S1(CCCC1)=O', 'COCCOCCOC']",[0.65484905 0.21081977 0.07832695]
5165,0.00043,"['F[As-](F)(F)(F)(F)F', 'O=S1(CCCC1)=O', 'COCCOCCOC']",[0.64217128 0.20673834 0.07681055]
5172,7.000000000000001e-05,"['F[As-](F)(F)(F)(F)F', 'O=S1(CCCC1)=O', 'COCCOCCOC']",[0.63804847 0.20541105 0.07631742]
5181,0.00014000000000000001,"['F[As-](F)(F)(F)(F)F', 'O=S1(CCCC1)=O', 'COC']",[0.64546339 0.20779819 0.03312092]
5190,0.00023,"['F[As-](F)(F)(F)(F)F', 'O=S1(CCCC1)=O', 'COC']",[0.65223458 0.20997808 0.05578063]
5199,8e-05,"['F[As-](F)(F)(F)(F)F', 'O=S1(CCCC1)=O', 'c1ccccc1CC']",[0.65187792 0.14690428 0.08647119]
5209,0.00043,"['F[As-](F)(F)(F)(F)F', 'O=S1(CCCC1)=O', 'c1ccccc1CC']",[0.57330267 0.24608936 0.08449804]
5217,0.0001,"['F[As-](F)(F)(F)(F)F', 'O=S1(CCCC1)=O', 'CCOCCOCCOCC']",[0.64380055 0.20726286 0.14893659]
5226,0.0006,"['F[As-](F)(F)(F)(F)F', 'O=S1(CCCC1)=O', 'CCOCCOCC']",[0.65089689 0.20954743 0.13955568]
5234,0.00037,"['F[As-](F)(F)(F)(F)F', 'O=S1(CCCC1)=O', 'O=C1OCCO1']",[0.60279638 0.20314149 0.19406212]
5242,0.00037,"['F[As-](F)(F)(F)(F)F', 'O=S1(CCCC1)=O', 'O=C1OCCO1']",[0.63253854 0.10658228 0.1018186 ]
5250,0.00032,"['F[As-](F)(F)(F)(F)F', 'O=S1(CCCC1)=O', 'O=C1OCCO1']",[0.62754168 0.16162283 0.08459225]
5258,2e-05,"['F[As-](F)(F)(F)(F)F', 'O=S1(CCCC1)=O', 'O=C1OCCO1']",[0.63152844 0.18298082 0.04256483]
5268,2.9999999999999997e-05,"['F[As-](F)(F)(F)(F)F', 'O=S1(CCCC1)=O', 'O=C1OCCO1']",[0.6187477  0.19919743 0.10425853]
5278,0.00368,"['F[As-](F)(F)(F)(F)F', 'O=S1(CCCC1)=O', 'ClCCl']",[0.60186858 0.20436799 0.19376343]
5282,0.00264,"['F[As-](F)(F)(F)(F)F', 'O=S1(CCCC1)=O', 'ClCCl']",[0.60507687 0.29219444 0.10272869]
5287,0.0071600000000000006,"['F[As-](F)(F)(F)(F)F', 'O=S1(CCCC1)=O', 'ClCCl']",[0.61490935 0.20879605 0.09898086]
5290,0.00043,"['F[As-](F)(F)(F)(F)F', 'O=S1(CCCC1)=O', 'ClCCl']",[0.61825855 0.19903996 0.10496665]
5298,0.0005899999999999999,"['F[As-](F)(F)(F)(F)F', 'O=S1(CCCC1)=O', 'CC1COC(=O)O1']",[0.61366061 0.19755971 0.18877968]
5305,0.00044,"['F[As-](F)(F)(F)(F)F', 'O=S1(CCCC1)=O', 'CC1COC(=O)O1']",[0.63387985 0.18366212 0.03899994]
5312,0.00091,"['F[As-](F)(F)(F)(F)F', 'O=S1(CCCC1)=O', 'CC1=C(C)C=C(C)C=C1']",[0.57252171 0.24575414 0.08574514]
5400,0.00037,"['F[As-](F)(F)(F)(F)F', 'O=S1(CCCC1)=O', 'COCCOCCOCCOC']",[0.57363396 0.24623157 0.09616547]
5408,0.00027,"['F[As-](F)(F)(F)(F)F', 'O=S1(CCCC1)=O', 'COCCOCCOCCOC']",[0.57251597 0.24575167 0.09597805]
5416,0.0003269270585706218,"['O=S(C1=CC(S(=O)([N-]S(=O)(C(F)(F)F)=O)=O)=CC=C1)([N-]S(=O)(C(F)(F)F)=O)=O', '[Mg]OCC[Mg]', 'Blank']",[0.2693931 0.7306069 0.       ]
5422,0.00029916805750553467,"['O=S(C1=CC(S(=O)([N-]S(=O)(C(F)(F)F)=O)=O)=CC=C1)([N-]S(=O)(C(F)(F)F)=O)=O', '[Mg]OCC[Mg]', 'Blank']",[0.22400494 0.77599506 0.        ]
5428,0.0004191318597197666,"['O=S(C1=CC(S(=O)([N-]S(=O)(C(F)(F)F)=O)=O)=CC=C1)([N-]S(=O)(C(F)(F)F)=O)=O', '[Mg]OCC[Mg]', 'Blank']",[0.1933684 0.8066316 0.       ]
5452,0.0004425503952074107,"['O=S(C(F)(F)C1=CC=CC=C1)([N-]S(=O)(C(F)(F)F)=O)=O', '[Mg]OCC[Mg]', 'Blank']",[0.39503703 0.60496297 0.        ]
5465,0.0006327646895319267,"['O=S(C(F)(F)C1=CC=CC=C1)([N-]S(=O)(C(F)(F)F)=O)=O', '[Mg]OCC[Mg]', 'Blank']",[0.28150403 0.71849597 0.        ]
5478,0.0003674661940736705,"['O=S(C(F)(F)C1=CC=CC=C1)([N-]S(=O)(C(F)(F)F)=O)=O', '[Mg]OCC[Mg]', 'Blank']",[0.20710277 0.79289723 0.        ]
5491,0.00022921785662605252,"['O=S([N-]S(=O)(C(F)(F)F)=O)(C(F)(F)C(F)(F)C1=CC=CC=C1)=O', '[Mg]OCC[Mg]', 'Blank']",[0.39053802 0.60946198 0.        ]
5502,0.00021959118727073794,"['O=S([N-]S(=O)(C(F)(F)F)=O)(C(F)(F)C(F)(F)C1=CC=CC=C1)=O', '[Mg]OCC[Mg]', 'Blank']",[0.28059985 0.71940015 0.        ]
5513,0.00030078825180431174,"['O=S([N-]S(=O)(C(F)(F)F)=O)(C(F)(F)C(F)(F)C1=CC=CC=C1)=O', '[Mg]OCC[Mg]', 'Blank']",[0.20402229 0.79597771 0.        ]
5518,0.00024923931061987276,"['[Ca]OC1=CC=C(SC(F)(C(F)(S([O-])(=O)=O)F)F)C=C1', '[Mg]OCC[Mg]', 'Blank']",[0.50226937 0.49773063 0.        ]
5528,0.0003028328665574963,"['[Ca]OC1=CC=C(SC(F)(C(F)(S([O-])(=O)=O)F)F)C=C1', '[Mg]OCC[Mg]', 'Blank']",[0.30627314 0.69372686 0.        ]
5538,0.0001248056681486322,"['FC(F)(C(F)(S([O-])(=O)=O)F)SC1=CC=C(OC/C=C/COCCOC)C=C1', '[Mg]OCC[Mg]', 'Blank']",[0.33324858 0.66675142 0.        ]
5546,0.00015459277364194792,"['[Ca]OC1=CC=C(SC(F)(C(F)(S([O-])(=O)=O)F)F)C=C1', '[Mg]OCC[Mg]', '[Mg]OCC[Mg]']",[0.38633131 0.55897722 0.05469146]
5554,0.0002069138081114832,"['[Ca]OC1=CC=C(SC(F)(C(F)(S([O-])(=O)=O)F)F)C=C1', '[Mg]OCC[Mg]', '[Mg]OCC[Mg]']",[0.02374246 0.92247947 0.05377808]
5563,0.000158915828147463,"['[Ca]OC1=CC=C(SC(F)(C(F)(S([O-])(=O)=O)F)F)C=C1', '[Mg]OCC[Mg]', '[Mg]OCC[Mg]']",[0.07862126 0.84346794 0.0779108 ]
5570,0.00011740384272614484,"['[Ca]OC1=CC=C(SC(F)(C(F)(S([O-])(=O)=O)F)F)C=C1', '[Mg]OCC[Mg]', '[Mg]OCC[Mg]']",[0.19882046 0.71674077 0.08443878]
5578,9.301224452346176e-05,"['[Ca]OC1=CC=C(SC(F)(C(F)(S([O-])(=O)=O)F)F)C=C1', '[Mg]OCC[Mg]', '[Mg]OCC[Mg]']",[0.30194197 0.65531325 0.04274478]
5586,0.00012850229707873112,"['[Ca]OC1=CC=C(SC(F)(C(F)(S([O-])(=O)=O)F)F)C=C1', '[Mg]OCC[Mg]', '[Mg]OCC[Mg]']",[0.06149124 0.87757318 0.06093558]
5594,0.00010518555137352997,"['[Ca]OC1=CC=C(SC(F)(C(F)(S([O-])(=O)=O)F)F)C=C1', '[Mg]OCC[Mg]', '[Mg]OCC[Mg]']",[0.43495759 0.50346711 0.0615753 ]
5602,0.0001518656544648138,"['[Ca]OC1=CC=C(SC(F)(C(F)(S([O-])(=O)=O)F)F)C=C1', '[Mg]OCC[Mg]', '[Mg]OCC[Mg]']",[0.2215002  0.68442896 0.09407084]
5610,9.215036110790273e-05,"['[Ca]OC1=CC=C(SC(F)(C(F)(S([O-])(=O)=O)F)F)C=C1', '[Mg]OCC[Mg]', '[Mg]OCC[Mg]']",[0.25627255 0.63488884 0.10883861]
5626,0.00011138922368522764,"['[Ca]OC1=CC=C(SC(F)(C(F)(S([O-])(=O)=O)F)F)C=C1', '[Mg]OCC[Mg]', '[Mg]OCC[Mg]']",[0.01624816 0.94694879 0.03680305]
5634,9.367661856684093e-05,"['[Ca]OC1=CC=C(SC(F)(C(F)(S([O-])(=O)=O)F)F)C=C1', '[Mg]OCC[Mg]', '[Ca]CCOCC(CO[Ca])=C']",[0.04331031 0.73547236 0.15527307]
5654,8.212467884159947e-05,"['[Ca]OC1=CC=C(SC(F)(C(F)(S([O-])(=O)=O)F)F)C=C1', '[Mg]OCC[Mg]', '[Ca]CCOCC(CO[Ca])=C']",[0.03749441 0.63670989 0.28539361]
5674,0.00017160169606550332,"['[Ca]OC1=CC=C(SC(F)(C(F)(S([O-])(=O)=O)F)F)C=C1', '[Mg]OCC[Mg]', '[Ca]CCOCC(CO[Ca])=C']",[0.03224222 0.54752005 0.36812383]
5684,0.0002900351224118913,"['[Ca]OC1=CC=C(SC(F)(C(F)(S([O-])(=O)=O)F)F)C=C1', '[Mg]OCC[Mg]', '[Ca]CCOCC(CO[Ca])=C']",[0.04426606 0.75170241 0.10247879]
5694,0.00011462742527953507,"['[Ca]OC1=CC=C(SC(F)(C(F)(S([O-])(=O)=O)F)F)C=C1', '[Mg]OCC[Mg]', '[Ca]CCOCC(CO[Ca])=C']",[0.04751221 0.80682682 0.07316104]
5704,9.730659874456186e-05,"['[Ca]OC1=CC=C(SC(F)(C(F)(S([O-])(=O)=O)F)F)C=C1', '[Mg]OCC[Mg]', '[Ca]CCOCC(CO[Ca])=C']",[0.04929492 0.83709979 0.05706046]
5724,0.00046593912208701846,"['FC(F)(C(F)(OC(F)(C(F)(S(=O)([N-]S(=O)(C(F)(F)F)=O)=O)F)F)F)F', '[Mg]OCC[Mg]', 'Blank']",[0.23729156 0.76270844 0.        ]
5732,0.0002876423762319611,"['FC(F)(C(F)(OC(F)(C(F)(S(=O)([N-]S(=O)(C(F)(F)F)=O)=O)F)F)F)F', '[Mg]OCC[Mg]', 'Blank']",[0.28000381 0.71999619 0.        ]
5740,0.00019690844346458556,"['FC(F)(C(F)(OC(F)(C(F)(S(=O)([N-]S(=O)(C(F)(F)F)=O)=O)F)F)F)F', '[Mg]OCC[Mg]', 'Blank']",[0.36842545 0.63157455 0.        ]
5748,7.25018564698785e-05,"['O=S(C(F)(F)F)([N-]S(C(F)(F)F)(=O)=O)=O', '[Mg]OCC[Mg]', 'Blank']",[0.35194257 0.64805743 0.        ]
5756,0.00012155925504729849,"['O=S(C(F)(F)F)([N-]S(C(F)(F)F)(=O)=O)=O', '[Mg]OCC[Mg]', 'Blank']",[0.24576338 0.75423662 0.        ]
5764,0.0002038106775071783,"['O=S(C(F)(F)F)([N-]S(C(F)(F)F)(=O)=O)=O', '[Mg]OCC[Mg]', 'Blank']",[0.17846207 0.82153793 0.        ]
5772,0.0006340726742929792,"['FC(F)(C(F)(OC(F)(C(F)(S(=O)([N-]S(=O)(C(F)(F)F)=O)=O)F)F)F)F', '[Ca]CCOCC(CO[Ca])=C', '[Mg]OCC[Mg]']",[0.1912779  0.79745817 0.01126392]
5782,0.0006997127475846216,"['FC(F)(C(F)(OC(F)(C(F)(S(=O)([N-]S(=O)(C(F)(F)F)=O)=O)F)F)F)F', '[Ca]CCOCC(CO[Ca])=C', '[Mg]OCC[Mg]']",[0.28087108 0.70258906 0.01653986]
5792,0.0002955209235202899,"['FC(F)(C(F)(OC(F)(C(F)(S(=O)([N-]S(=O)(C(F)(F)F)=O)=O)F)F)F)F', '[Ca]CCOCC(CO[Ca])=C', '[Mg]OCC[Mg]']",[0.36676644 0.61163551 0.02159805]
5802,0.00035111917342151635,"['FC(F)(C(F)(OC(F)(C(F)(S(=O)([O-])=O)F)F)F)F', '[Ca]CCOCC(CO[Ca])=C', '[Mg]OCC[Mg]']",[0.29160293 0.69122523 0.01717184]
5812,0.000171907220185858,"['FC(F)(C(F)(OC(F)(C(F)(S(=O)([O-])=O)F)F)F)F', '[Ca]CCOCC(CO[Ca])=C', '[Mg]OCC[Mg]']",[0.4030393  0.57322662 0.02373408]
5822,0.0001805861719581398,"['FC(F)(C(F)(OC(F)(C(F)(S(=O)([O-])=O)F)F)F)F', '[Mg]OCC[Mg]', '[Ca]CCOCC(CO[Ca])=C']",[0.02934029 0.49824096 0.47241875]
5832,0.00041461695597968184,"['FC(F)(C(F)(OC(F)(C(F)(S(=O)([O-])=O)F)F)F)CCCO[Ca]', '[Mg]OCC[Mg]', 'Blank']",[0.73207628 0.26792372 0.        ]
5842,0.000622468884399553,"['FC(F)(C(F)(OC(F)(C(F)(S(=O)([N-]S(=O)(C(F)(F)F)=O)=O)F)F)F)CCCO[Ca]', '[Mg]OCC[Mg]', 'Blank']",[0.78832512 0.21167488 0.        ]
5852,0.00033790592854388067,"['FC(F)(C(F)(OC(F)(C(F)(S(=O)([O-])=O)F)F)F)CCCO[Ca]', '[Mg]OCC[Mg]', '[Mg]OCC[Mg]']",[0.3794781  0.57422838 0.04629353]
5860,0.00026551176494928974,"['FC(F)(C(F)(OC(F)(C(F)(S(=O)([O-])=O)F)F)F)CC(I)COCCOC', '[Mg]OCC[Mg]', 'Blank']",[0.34983115 0.65016885 0.        ]
5868,0.00023067564583402546,"['FC(F)(C(F)(OC(F)(C(F)(S(=O)([O-])=O)F)F)F)CC(I)COCCOC', '[Mg]OCC[Mg]', 'Blank']",[0.44650151 0.55349849 0.        ]
5876,0.00026023024232888354,"['FC(F)(C(F)(OC(F)(C(F)(S(=O)([O-])=O)F)F)F)CCCO[Ca]', '[Mg]OCC[Mg]', '[Mg]OCC[Mg]']",[0.29482862 0.66920447 0.03596692]
